Name,Custodian,Caption,Description,Data type,Purpose,Attribution,Source Link,Citation,Institution,Image Link,Longitude,Latitude,Date,Title,Text Box,Gravatar,Tag One,Tag Two,Tag Three,Tag Four,SubTitle1,SubText1,SubTitle2,SubText2,SubTitle3,SubText3
NewYorkPoliceRiot_300x300,Lisa,"An illustration of fighting at City Hall between Municipal and Metropolitan police officers during the Police Riot of 1857 from ""Recollections of a New York Chief of Police"" (1887) by George W. Walling.",,Illustration,Web page content,WikiMedia,https://mappingcemeteries.commons.gc.cuny.edu/newyorkpoliceriot_300x300/,"THE OBSEQUIES OF GENERAL WORTH.; Address of Mayor Wood. DEDICATION OF THE WORTH MONUMENT. IMPOSING PROCESSION.” The New York Times, 26 Nov. 1857, http://timesmachine.nytimes.com/timesmachine/1857/11/26/78512680.html.

Wallace, Edward S. General William Jenkins Worth: The American Murat. 1948, https://open.bu.edu/handle/2144/21447.",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/NewYorkPoliceRiot_300x300.jpg,,,1857,Fernando Wood,"Fernando Wood, the mayor of New York, gave a long and bombastic eulogy that was not particularly well-received.  However, his closing statement explains what they hoped the memorial would accomplish:",https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,Quotes,Enforcement,,,"“The youth of our country, passing and repassing this monument, will hereafter pause to peruse the record engraved thereon, of the virtue, service, and fame, of a man whose life presents a beautiful illustration of the institutions of our country, having raised himself from civil life to the highest rank know in the army; and every gradation in the chain of his elevation having been due to the fidelity of his adherence to professional duty.”",,"The historian, Edward Wallace, who wrote the only comprehensive biography of Worth, gave Wood some cover.  Here is a quote from his 1948 dissertation:",,"“It is possible that his honor was under a considerable nervous strain for the Metropolitan Police Force created by the Republican state legislature was at the time engaged in a series of brawls and fisticuffs with the municipal police controlled by the city administration, and, shortly before, there had been a regular knock-down and drag-out fight in the City Hall.” 

It is a reminder of how turbulent the times were!"
WorthMemorial_Trophy_300x300,Lisa,"South view of the Worth Memorial, closeup of the relief and trophy, c2021.",,Photo,Web page content,"Kofod, Lisa. ",https://mappingcemeteries.commons.gc.cuny.edu/worthmemorial_trophy_300x300/,"Squared image of Worth Memorial, Cropped and enhanced to show the relief and trophy.  Photo was taken by Lisa Kofod on 23 February 2021. ",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/WorthMemorial_Trophy_300x300.jpg,,,2021,The Monument Itself,,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,Architecture,,,,"Staged in a triangle of cement, when standing before the monument, it is huge.  Fenced by cast-iron verticals that resemble long-swords, the monument is a 51-foot obelisk of bronze and granite.  A stark needle of stone, with plaques that announce the man's principal battles, and a relief of the General himself astride his horse with sword held high. ",,"Above the relief is a bronze grouping of objects referred to as a ""trophy"".  There are swords and flags, shields, and cannons, and an eagle with a snake in its month.  These elements were typical of the time and chosen to convey that courage, glory, and victory are worthy aims.",,
RoseHillFarmMap 300x300,Lisa,"Created in 1866, this map shows original farms and the initial grid creation for the Map of 1811.",,Map,Web page content,NYCMA,https://mappingcemeteries.commons.gc.cuny.edu/rosehillfarmmap-300x300/,"Holmes, John B. “Map of the Rose Hill Farm, Gramercy Seat, and the Estate of John Watts.” NYC Department of Records, 1866, https://nycma.lunaimaging.com/luna/servlet/detail/RECORDSPHOTOUNITARC~24~24~1034263~128296:Map-of-the-Rose-Hill-Farm,-Gramercy.",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/RoseHillFarmMap-300x300-1.jpg,,,1811,Map of 1811,,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,Maps,,,,"Today, the area surrounding the monument is dominated by tall buildings, with Madison Park the only bit of greenery for blocks in any direction, but when the monument was constructed, the landscape was very different. ",,"As laid down on the Commissioners' Map of 1811... that foundational plan which created the current street grid of Manhattan... a military Parade Ground was to exist from 23rd to 34th Streets, bounded on the east by the Eastern Post-Road (now Madison Avenue) and on the west by the Bloomingdale Road (now Broadway), and was largely common land belonging to the city.",,This parade ground included barracks and an armory.  There was also a Potter's Field that has been opened in 1794. 
MadisonRoadhouse 300x300,Lisa,Cattle Show of the American Institute at Madison Cottage. Oct. 1850.,,Illustration,Web page content,NYTimes,https://mappingcemeteries.commons.gc.cuny.edu/madisonroadhouse-300x300/,"Blecher, George. “Murder, Politics and Architecture: The Making of Madison Square Park.” The New York Times, 3 Aug. 2018, https://www.nytimes.com/interactive/2018/08/03/nyregion/madison-square-park-history-nyc.html, https://www.nytimes.com/interactive/2018/08/03/nyregion/madison-square-park-history-nyc.html.",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/MadisonRoadhouse-300x300-1.jpg,,,1850,Madison Roadhouse,"In the 1830s, the area around Madison Square was considered so remote that Corporal Thompson’s Roadhouse (also known as Madison Cottage) at 23rd Street, the last stop for stagecoaches to and from the city, was still open for business. (Blecher)",https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,,,,,,,,,
MadisonPark1886 300x300,Lisa,"Madison Square [East side], c1886.",,Illustration,Web page content,NYPL,https://mappingcemeteries.commons.gc.cuny.edu/madisonpark1801-300x300/,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection, The New York Public Library. ""Madison Square [East side]"" The New York Public Library Digital Collections. 1801 - 1886. https://digitalcollections.nypl.org/items/510d47da-23c6-a3d9-e040-e00a18064a99",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/MadisonPark1801-300x300-1.jpg,,,1847,Madison Park,,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,,,,,"However, as the city expanded, the plan was changed.  The Potter's Field was displaced.  The barracks were moved further uptown and, in 1837, the Parade Ground was reduced to the dimensions of the present Madison Square Park.  ",,"Named after President James Madison, it was formally opened as a park in June 1847. The wealthy of society then migrated to Madison Square, so that from 1853 and until after the Civil War, Madison Square was the social center of the city.",,
WorthMemorialCompare1910 300x300,Lisa,"Worth Monument, South Front view. c1909.",,Photo,Web page content,NYPL,https://mappingcemeteries.commons.gc.cuny.edu/worthmemorialcompare1910-300x300/,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection, The New York Public Library. ""Worth Monument, South Front view."" The New York Public Library Digital Collections. 1850 - 1930. https://digitalcollections.nypl.org/items/510d47e0-19ba-a3d9-e040-e00a18064a99",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/WorthMemorialCompare1910-300x300-1.jpg,,,1909,The Changing City,"Once the ceremony concluded, the monument and Worth fade from public view.  With the creation of Central Park, the wealthy continue their migrations uptown and the
area around Madison Square Park becomes more commercial.  The mansions are supplanted by hotels and office buildings. ",https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,Architecture,,,,,,,,
WorthMemorialCompare2021 300x300,Lisa,"Worth Monument, South Front View, Circa 2021. ",,Photo,Web page content,"Kofod, Lisa",https://mappingcemeteries.commons.gc.cuny.edu/worthmemorialcompare2021-300x300/,"Kofod, Lisa. 2021.  Photo of the Worth Monument, south front view as seen from Madison Park. ",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/WorthMemorialCompare2021-300x300-1.jpg,,,2021,A Comparison,,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,,,,,Here is a comparison of two photos to show how the surrounding area has changed in the last 150 years. ,,The image above is taken from a stereoscopic photograph that was shot around 1909.  It comes from the New York Public Library's digital collection. ,,"This 2021 image was taken by the author in March 2021, using the same vantage as the original.  See how, as the building grow, and sky is blocked from view, the monument fades away?"
Catskill water in high buildings 300x300,Lisa,"Panorama of Madison Square, showing a section of the city tunnel and the height to which Catskill water will rise without pumping in high buildings. c1911.",,Photo,Web page content,NYCMA,https://mappingcemeteries.commons.gc.cuny.edu/catskill-water-in-high-buildings-300x300/,"Unknown. “Catskill Water in High Buildings. Panorama in Vicinity of Madison Square, Showing Section of the City Tunnel and Height to Which Catskill Water Will Rise without Pumping in High Buildings. Accession Number Hdq.473. August 1911. [Includes Madison Square Garden, Metropolitan Tower, and the Flatiron Building.].” NYC Department of Records, 1911, https://nycma.lunaimaging.com/luna/servlet/detail/RECORDSPHOTOUNITARC~6~6~30723~103633:Catskill-water-in-high-buildings.",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/Catskill-water-in-high-buildings-300x300-1.jpg,,,1911,Water!,,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,Infrastructure,,,,"As living memory fades, monuments to past are often supplanted for the newest fashion.  I began to wonder why this monument, housed on what is arguably some of the most valuable real estate in the world, had been permitted to remain?",The answer presented itself in one word: water. ,"As New York grew, so did its people’s thirst.  The local water sources were not enough, and by the early 1800s, plans to funnel water from Westchester and later the Catskills, had been developed.  The city dug deep tunnels in the bedrock to bring fresh water into the five boroughs. ",,"To save time and money, the land used to dig the Catskill water tunnels was almost completely owned by the City.  There were fourteen shafts sunk on Manhattan island and the shaft that serves the area around Madison Park is right under the Worth Monument!"
WorthMemorial_1941 300x300,Lisa,"The Worth Monument, circa 1941. ",,Photo,Web page content,NYCMA,https://mappingcemeteries.commons.gc.cuny.edu/worthmemorial_1941-300x300/,"Unknown. “Worth Monument, General View, Worth Square Manhattan.” NYC Department of Records, 30 Jan. 1940, https://nycma.lunaimaging.com/luna/servlet/detail/RECORDSPHOTOUNITARC~35~35~1441160~144213:Worth-Monument,-general-view,-Worth.",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/WorthMemorial_1941-300x300-1.jpg,,,1941,Renovations,The water project was completed in 1911 and augmented in the 1940s.  It was this augmentation that brought the funerial bronze shed that now sits on the north side of the monument. ,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,,,,,There have been several renovations of the monument since its original construction.  ,,"In 1987, the City’s “Adopt a Monument” initiative brought private money to its repair. And in 1995, a major restoration was completed through that same program.",,
Conservancy 2021 300x300,Lisa,Visit madisonsquarepark.org to learn about the Conservancy. ,,Photo,Web page content,"Kofod, Lisa",https://mappingcemeteries.commons.gc.cuny.edu/concervancy-2021-300x300/,"Kofod, Lisa. Madison Square Park Conservancy Street Board. Photo. c2021. ",CUNY Commons,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/05/Concervancy-2021-300x300-1.jpg,,,2021,Thank you!,The Mapping Cemeteries project is an exploration of who gets to be remembered and why.  I hope I have succeeded in speaking to that exploration for the Worth memorial.,https://mappingcemeteries.commons.gc.cuny.edu/wp-content/blogs.dir/16656/files/2021/04/War_Memorial_Swords_Shields_64x64.png,War,Donations,,,,Visit https://madisonsquarepark.org/ to learn more about Madison Square Park!,,,,
